organism,drugA,drugB,drugB_pheno,period,t,mean_deviate,sem
S. aureus,NIT,OXA,S,52,6,0.039,0.027
S. aureus,NIT,OXA,S,52,7,0.062,0.026
S. aureus,NIT,OXA,S,52,8,0.036,0.026
S. aureus,NIT,OXA,S,52,9,-7.1e-4,0.026
S. aureus,NIT,OXA,S,52,10,0.018,0.025
S. aureus,NIT,OXA,S,52,11,0.065,0.027
S. aureus,NIT,OXA,S,52,12,0.028,0.026
S. aureus,NIT,OXA,S,52,13,0.012,0.026
S. aureus,NIT,OXA,S,52,14,0.094,0.025
S. aureus,NIT,OXA,S,52,15,3.9e-4,0.026
S. aureus,NIT,OXA,S,52,16,0.084,0.026
S. aureus,NIT,OXA,S,52,17,0.018,0.027
S. aureus,NIT,OXA,S,52,18,-0.0015,0.024
S. aureus,NIT,OXA,S,52,19,0.029,0.025
S. aureus,NIT,OXA,S,52,20,0.021,0.025
S. aureus,NIT,OXA,S,52,21,-0.0082,0.025
S. aureus,NIT,OXA,S,52,22,-0.027,0.024
S. aureus,NIT,OXA,S,52,23,0.037,0.023
S. aureus,NIT,OXA,S,52,24,-0.036,0.025
S. aureus,NIT,OXA,S,52,25,0.014,0.025
S. aureus,NIT,OXA,S,52,26,-0.037,0.024
S. aureus,NIT,OXA,S,52,27,-0.078,0.025
S. aureus,NIT,OXA,S,52,28,-0.035,0.023
S. aureus,NIT,OXA,S,52,29,-0.04,0.024
S. aureus,NIT,OXA,S,52,30,-0.015,0.024
S. aureus,NIT,OXA,S,52,31,0.0032,0.025
S. aureus,NIT,OXA,S,52,32,-0.052,0.022
S. aureus,NIT,OXA,S,52,33,-0.055,0.023
S. aureus,NIT,OXA,S,52,34,-0.0071,0.025
S. aureus,NIT,OXA,S,52,35,-0.11,0.024
S. aureus,NIT,OXA,S,52,36,-0.034,0.023
S. aureus,NIT,OXA,S,52,37,-0.009,0.024
S. aureus,NIT,OXA,S,52,38,-6.4e-4,0.023
S. aureus,NIT,OXA,S,52,39,0.0015,0.024
S. aureus,NIT,OXA,S,52,40,0.03,0.024
S. aureus,NIT,OXA,S,52,41,0.0051,0.025
S. aureus,NIT,OXA,S,52,42,-0.022,0.023
S. aureus,NIT,OXA,S,52,43,-0.041,0.024
S. aureus,NIT,OXA,S,52,44,-0.011,0.025
S. aureus,NIT,OXA,S,52,45,0.014,0.024
S. aureus,NIT,OXA,S,52,46,0.012,0.025
S. aureus,NIT,OXA,S,52,47,-0.019,0.027
S. aureus,NIT,OXA,S,52,48,0.036,0.024
S. aureus,NIT,OXA,S,52,49,0.034,0.025
S. aureus,NIT,OXA,S,52,50,0.0022,0.025
S. aureus,NIT,OXA,S,52,51,-0.08,0.023
S. aureus,NIT,OXA,S,52,52,-0.011,0.027
S. aureus,NIT,PEN,NS,52,1,-0.0014,0.025
S. aureus,NIT,PEN,NS,52,2,0.019,0.024
S. aureus,NIT,PEN,NS,52,3,0.029,0.023
S. aureus,NIT,PEN,NS,52,4,0.051,0.023
S. aureus,NIT,PEN,NS,52,5,0.018,0.024
S. aureus,NIT,PEN,NS,52,6,0.0015,0.023
S. aureus,NIT,PEN,NS,52,7,0.042,0.024
S. aureus,NIT,PEN,NS,52,8,0.024,0.024
S. aureus,NIT,PEN,NS,52,9,0.016,0.024
S. aureus,NIT,PEN,NS,52,10,0.061,0.022
S. aureus,NIT,PEN,NS,52,11,0.047,0.023
S. aureus,NIT,PEN,NS,52,12,0.025,0.024
S. aureus,NIT,PEN,NS,52,13,-0.0048,0.025
S. aureus,NIT,PEN,NS,52,14,0.062,0.024
S. aureus,NIT,PEN,NS,52,15,0.0056,0.023
S. aureus,NIT,PEN,NS,52,16,0.054,0.024
S. aureus,NIT,PEN,NS,52,17,0.014,0.024
S. aureus,NIT,PEN,NS,52,18,0.0071,0.025
S. aureus,NIT,PEN,NS,52,19,0.0062,0.024
S. aureus,NIT,PEN,NS,52,20,-0.011,0.023
S. aureus,NIT,PEN,NS,52,21,0.01,0.029
S. aureus,NIT,PEN,NS,52,22,-2e-5,0.024
S. aureus,NIT,PEN,NS,52,23,0.035,0.023
S. aureus,NIT,PEN,NS,52,24,-0.016,0.025
S. aureus,NIT,PEN,NS,52,25,-0.014,0.025
S. aureus,NIT,PEN,NS,52,26,-0.071,0.023
S. aureus,NIT,PEN,NS,52,27,-0.1,0.025
S. aureus,NIT,PEN,NS,52,28,-0.035,0.023
S. aureus,NIT,PEN,NS,52,29,-0.019,0.023
S. aureus,NIT,PEN,NS,52,30,0.0069,0.022
S. aureus,NIT,PEN,NS,52,31,-0.024,0.023
S. aureus,NIT,PEN,NS,52,32,-0.08,0.022
S. aureus,NIT,PEN,NS,52,33,-0.057,0.023
S. aureus,NIT,PEN,NS,52,34,-0.047,0.024
S. aureus,NIT,PEN,NS,52,35,-0.11,0.024
S. aureus,NIT,PEN,NS,52,36,-0.11,0.022
S. aureus,NIT,PEN,NS,52,37,0.012,0.022
S. aureus,NIT,PEN,NS,52,38,0.032,0.022
S. aureus,NIT,PEN,NS,52,39,0.0057,0.023
S. aureus,NIT,PEN,NS,52,40,0.088,0.025
S. aureus,NIT,PEN,NS,52,41,0.046,0.024
S. aureus,NIT,PEN,NS,52,42,-0.013,0.024
S. aureus,NIT,PEN,NS,52,43,-0.05,0.024
S. aureus,NIT,PEN,NS,52,44,-0.023,0.025
S. aureus,NIT,PEN,NS,52,45,0.019,0.023
S. aureus,NIT,PEN,NS,52,46,-0.018,0.025
S. aureus,NIT,PEN,NS,52,47,0.0032,0.025
S. aureus,NIT,PEN,NS,52,48,0.065,0.026
S. aureus,NIT,PEN,NS,52,49,0.071,0.024
S. aureus,NIT,PEN,NS,52,50,0.014,0.024
S. aureus,NIT,PEN,NS,52,51,-0.074,0.024
S. aureus,NIT,PEN,NS,52,52,-0.024,0.026
S. aureus,NIT,PEN,S,52,1,0.041,0.063
S. aureus,NIT,PEN,S,52,2,0.005,0.052
S. aureus,NIT,PEN,S,52,3,-0.064,0.057
S. aureus,NIT,PEN,S,52,4,-0.015,0.053
S. aureus,NIT,PEN,S,52,5,0.026,0.058
S. aureus,NIT,PEN,S,52,6,0.092,0.06
S. aureus,NIT,PEN,S,52,7,0.07,0.054
S. aureus,NIT,PEN,S,52,8,0.057,0.058
S. aureus,NIT,PEN,S,52,9,-0.0037,0.054
S. aureus,NIT,PEN,S,52,10,-0.1,0.054
S. aureus,NIT,PEN,S,52,11,0.12,0.057
S. aureus,NIT,PEN,S,52,12,0.022,0.052
S. aureus,NIT,PEN,S,52,13,0.006,0.055
S. aureus,NIT,PEN,S,52,14,0.069,0.049
S. aureus,NIT,PEN,S,52,15,0.021,0.052
S. aureus,NIT,PEN,S,52,16,0.14,0.059
S. aureus,NIT,PEN,S,52,17,0.062,0.057
S. aureus,NIT,PEN,S,52,18,-0.055,0.051
S. aureus,NIT,PEN,S,52,19,-0.08,0.051
S. aureus,NIT,PEN,S,52,20,-0.034,0.056
S. aureus,NIT,PEN,S,52,21,-0.0047,0.053
S. aureus,NIT,PEN,S,52,22,-7.2e-4,0.057
S. aureus,NIT,PEN,S,52,23,0.072,0.051
S. aureus,NIT,PEN,S,52,24,-0.043,0.052
S. aureus,NIT,PEN,S,52,25,0.039,0.058
S. aureus,NIT,PEN,S,52,26,-0.021,0.054
S. aureus,NIT,PEN,S,52,27,-0.066,0.058
S. aureus,NIT,PEN,S,52,28,-0.048,0.046
S. aureus,NIT,PEN,S,52,29,-0.054,0.052
S. aureus,NIT,PEN,S,52,30,-0.076,0.054
S. aureus,NIT,PEN,S,52,31,-0.0028,0.054
S. aureus,NIT,PEN,S,52,32,-0.082,0.049
S. aureus,NIT,PEN,S,52,33,-0.021,0.058
S. aureus,NIT,PEN,S,52,34,-0.0048,0.055
S. aureus,NIT,PEN,S,52,35,-0.13,0.059
S. aureus,NIT,PEN,S,52,36,-0.006,0.063
S. aureus,NIT,PEN,S,52,37,0.075,0.057
S. aureus,NIT,PEN,S,52,38,-0.0032,0.05
S. aureus,NIT,PEN,S,52,39,0.0041,0.059
S. aureus,NIT,PEN,S,52,40,0.033,0.056
S. aureus,NIT,PEN,S,52,41,0.0015,0.053
S. aureus,NIT,PEN,S,52,42,-0.018,0.048
S. aureus,NIT,PEN,S,52,43,0.017,0.053
S. aureus,NIT,PEN,S,52,44,-0.019,0.055
S. aureus,NIT,PEN,S,52,45,-0.045,0.058
S. aureus,NIT,PEN,S,52,46,-0.038,0.062
S. aureus,NIT,PEN,S,52,47,-0.094,0.065
S. aureus,NIT,PEN,S,52,48,0.041,0.056
S. aureus,NIT,PEN,S,52,49,-0.023,0.06
S. aureus,NIT,PEN,S,52,50,0.0059,0.058
S. aureus,NIT,PEN,S,52,51,-3.4e-4,0.06
S. aureus,NIT,PEN,S,52,52,0.038,0.07
