organism,drugA,drugB,drugB_pheno,period,t,mean_deviate,sem
S. aureus,CIP,OXA,S,52,7,0.044,0.053
S. aureus,CIP,OXA,S,52,8,0.11,0.054
S. aureus,CIP,OXA,S,52,9,-0.12,0.043
S. aureus,CIP,OXA,S,52,10,0.02,0.049
S. aureus,CIP,OXA,S,52,11,-0.03,0.049
S. aureus,CIP,OXA,S,52,12,0.099,0.054
S. aureus,CIP,OXA,S,52,13,-0.015,0.048
S. aureus,CIP,OXA,S,52,14,-0.015,0.049
S. aureus,CIP,OXA,S,52,15,-0.064,0.045
S. aureus,CIP,OXA,S,52,16,0.03,0.052
S. aureus,CIP,OXA,S,52,17,0.033,0.053
S. aureus,CIP,OXA,S,52,18,0.016,0.047
S. aureus,CIP,OXA,S,52,19,-0.05,0.043
S. aureus,CIP,OXA,S,52,20,0.0041,0.048
S. aureus,CIP,OXA,S,52,21,0.0075,0.047
S. aureus,CIP,OXA,S,52,22,-0.0033,0.047
S. aureus,CIP,OXA,S,52,23,-0.043,0.043
S. aureus,CIP,OXA,S,52,24,0.033,0.05
S. aureus,CIP,OXA,S,52,25,-0.033,0.045
S. aureus,CIP,OXA,S,52,26,-0.03,0.043
S. aureus,CIP,OXA,S,52,27,0.0067,0.049
S. aureus,CIP,OXA,S,52,28,0.025,0.047
S. aureus,CIP,OXA,S,52,29,0.021,0.046
S. aureus,CIP,OXA,S,52,30,-0.028,0.041
S. aureus,CIP,OXA,S,52,31,-0.03,0.044
S. aureus,CIP,OXA,S,52,32,-0.069,0.039
S. aureus,CIP,OXA,S,52,33,0.047,0.046
S. aureus,CIP,OXA,S,52,34,0.02,0.045
S. aureus,CIP,OXA,S,52,35,0.033,0.048
S. aureus,CIP,OXA,S,52,36,-0.029,0.043
S. aureus,CIP,OXA,S,52,37,-0.013,0.043
S. aureus,CIP,OXA,S,52,38,0.051,0.046
S. aureus,CIP,OXA,S,52,39,-0.018,0.044
S. aureus,CIP,OXA,S,52,40,0.014,0.046
S. aureus,CIP,OXA,S,52,41,0.0033,0.046
S. aureus,CIP,OXA,S,52,42,-0.0048,0.043
S. aureus,CIP,OXA,S,52,43,0.018,0.045
S. aureus,CIP,OXA,S,52,44,0.057,0.048
S. aureus,CIP,OXA,S,52,45,0.037,0.047
S. aureus,CIP,OXA,S,52,46,0.0044,0.045
S. aureus,CIP,OXA,S,52,47,-0.1,0.043
S. aureus,CIP,OXA,S,52,48,0.1,0.051
S. aureus,CIP,OXA,S,52,49,-0.013,0.045
S. aureus,CIP,OXA,S,52,50,-0.039,0.043
S. aureus,CIP,OXA,S,52,51,-0.0082,0.044
S. aureus,CIP,OXA,S,52,52,-0.0073,0.051
S. aureus,CIP,PEN,NS,52,1,0.12,0.076
S. aureus,CIP,PEN,NS,52,2,0.037,0.072
S. aureus,CIP,PEN,NS,52,3,0.1,0.073
S. aureus,CIP,PEN,NS,52,4,0.024,0.072
S. aureus,CIP,PEN,NS,52,5,-0.017,0.073
S. aureus,CIP,PEN,NS,52,6,0.08,0.075
S. aureus,CIP,PEN,NS,52,7,0.086,0.075
S. aureus,CIP,PEN,NS,52,8,0.14,0.073
S. aureus,CIP,PEN,NS,52,9,-0.023,0.074
S. aureus,CIP,PEN,NS,52,10,0.083,0.071
S. aureus,CIP,PEN,NS,52,11,0.12,0.073
S. aureus,CIP,PEN,NS,52,12,0.17,0.074
S. aureus,CIP,PEN,NS,52,13,-0.04,0.073
S. aureus,CIP,PEN,NS,52,14,-0.023,0.074
S. aureus,CIP,PEN,NS,52,15,-0.029,0.073
S. aureus,CIP,PEN,NS,52,16,-0.002,0.074
S. aureus,CIP,PEN,NS,52,17,0.089,0.075
S. aureus,CIP,PEN,NS,52,18,0.051,0.074
S. aureus,CIP,PEN,NS,52,19,0.11,0.073
S. aureus,CIP,PEN,NS,52,20,-0.064,0.074
S. aureus,CIP,PEN,NS,52,21,-0.092,0.074
S. aureus,CIP,PEN,NS,52,22,-0.047,0.074
S. aureus,CIP,PEN,NS,52,23,-0.033,0.071
S. aureus,CIP,PEN,NS,52,24,-0.12,0.073
S. aureus,CIP,PEN,NS,52,25,-0.011,0.075
S. aureus,CIP,PEN,NS,52,26,-0.043,0.07
S. aureus,CIP,PEN,NS,52,27,0.033,0.076
S. aureus,CIP,PEN,NS,52,28,-0.067,0.068
S. aureus,CIP,PEN,NS,52,29,-0.057,0.068
S. aureus,CIP,PEN,NS,52,30,-0.063,0.066
S. aureus,CIP,PEN,NS,52,31,-0.011,0.07
S. aureus,CIP,PEN,NS,52,32,-0.11,0.068
S. aureus,CIP,PEN,NS,52,33,-0.018,0.068
S. aureus,CIP,PEN,NS,52,34,-0.27,0.065
S. aureus,CIP,PEN,NS,52,35,0.037,0.074
S. aureus,CIP,PEN,NS,52,36,-0.15,0.068
S. aureus,CIP,PEN,NS,52,37,0.026,0.068
S. aureus,CIP,PEN,NS,52,38,0.01,0.07
S. aureus,CIP,PEN,NS,52,39,-0.064,0.069
S. aureus,CIP,PEN,NS,52,40,0.034,0.073
S. aureus,CIP,PEN,NS,52,41,-0.17,0.072
S. aureus,CIP,PEN,NS,52,42,-0.031,0.07
S. aureus,CIP,PEN,NS,52,43,-0.073,0.071
S. aureus,CIP,PEN,NS,52,44,-0.065,0.071
S. aureus,CIP,PEN,NS,52,45,0.053,0.072
S. aureus,CIP,PEN,NS,52,46,0.03,0.071
S. aureus,CIP,PEN,NS,52,47,0.002,0.078
S. aureus,CIP,PEN,NS,52,48,0.025,0.077
S. aureus,CIP,PEN,NS,52,49,0.073,0.073
S. aureus,CIP,PEN,NS,52,50,0.049,0.073
S. aureus,CIP,PEN,NS,52,51,0.024,0.073
S. aureus,CIP,PEN,NS,52,52,0.057,0.081
S. aureus,CIP,PEN,S,52,1,-0.16,0.12
S. aureus,CIP,PEN,S,52,2,0.11,0.13
S. aureus,CIP,PEN,S,52,3,-0.046,0.13
S. aureus,CIP,PEN,S,52,4,-0.091,0.11
S. aureus,CIP,PEN,S,52,5,-0.091,0.13
S. aureus,CIP,PEN,S,52,6,-0.16,0.1
S. aureus,CIP,PEN,S,52,7,0.043,0.13
S. aureus,CIP,PEN,S,52,8,0.23,0.14
S. aureus,CIP,PEN,S,52,9,-0.093,0.12
S. aureus,CIP,PEN,S,52,10,0.019,0.13
S. aureus,CIP,PEN,S,52,11,-0.061,0.12
S. aureus,CIP,PEN,S,52,12,0.18,0.13
S. aureus,CIP,PEN,S,52,13,0.15,0.14
S. aureus,CIP,PEN,S,52,14,-0.13,0.11
S. aureus,CIP,PEN,S,52,15,0.03,0.13
S. aureus,CIP,PEN,S,52,16,0.044,0.13
S. aureus,CIP,PEN,S,52,17,0.3,0.14
S. aureus,CIP,PEN,S,52,18,0.042,0.12
S. aureus,CIP,PEN,S,52,19,-0.14,0.12
S. aureus,CIP,PEN,S,52,20,0.04,0.13
S. aureus,CIP,PEN,S,52,21,-0.0017,0.12
S. aureus,CIP,PEN,S,52,22,-0.069,0.12
S. aureus,CIP,PEN,S,52,23,0.043,0.12
S. aureus,CIP,PEN,S,52,24,0.071,0.13
S. aureus,CIP,PEN,S,52,25,-0.093,0.11
S. aureus,CIP,PEN,S,52,26,0.026,0.12
S. aureus,CIP,PEN,S,52,27,-0.11,0.11
S. aureus,CIP,PEN,S,52,28,0.026,0.12
S. aureus,CIP,PEN,S,52,29,0.12,0.13
S. aureus,CIP,PEN,S,52,30,-0.096,0.11
S. aureus,CIP,PEN,S,52,31,-0.047,0.11
S. aureus,CIP,PEN,S,52,32,-0.028,0.12
S. aureus,CIP,PEN,S,52,33,-0.0011,0.12
S. aureus,CIP,PEN,S,52,34,0.075,0.13
S. aureus,CIP,PEN,S,52,35,0.085,0.13
S. aureus,CIP,PEN,S,52,36,0.066,0.13
S. aureus,CIP,PEN,S,52,37,-0.039,0.11
S. aureus,CIP,PEN,S,52,38,-0.011,0.11
S. aureus,CIP,PEN,S,52,39,-0.1,0.12
S. aureus,CIP,PEN,S,52,40,0.063,0.12
S. aureus,CIP,PEN,S,52,41,0.1,0.13
S. aureus,CIP,PEN,S,52,42,-0.19,0.097
S. aureus,CIP,PEN,S,52,43,0.15,0.13
S. aureus,CIP,PEN,S,52,44,0.12,0.12
S. aureus,CIP,PEN,S,52,45,-0.0062,0.13
S. aureus,CIP,PEN,S,52,46,-0.14,0.11
S. aureus,CIP,PEN,S,52,47,-0.2,0.12
S. aureus,CIP,PEN,S,52,48,0.12,0.13
S. aureus,CIP,PEN,S,52,49,-0.086,0.12
S. aureus,CIP,PEN,S,52,50,-0.084,0.11
S. aureus,CIP,PEN,S,52,51,-0.1,0.11
S. aureus,CIP,PEN,S,52,52,0.0087,0.14
