organism,drug_code,drug_name,drug_class,period,omega,AIC,term,hos_year,estimate,ci.lower,ci.upper,std.error,statistic,p.value,p.value.BH
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2010,-0.987051213411819,-1.0944014224904832,-0.8797010043331548,0.05477152127560966,-18.021248824639887,1.6275036566845986e-72,2.8502395645564475e-72
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2011,-0.9092846041256095,-1.0125165825482967,-0.8060526257029224,0.052670344576210545,-17.263691958763136,1.0484366926528828e-66,1.7456729168309083e-66
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2012,-1.0393997621824367,-1.1389737831805171,-0.9398257411843564,0.05080400547331867,-20.459012089672935,7.0042458782148e-93,1.337533958664747e-92
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2013,-1.0919028473987322,-1.1929498813835626,-0.9908558134139018,0.05155555652138329,-21.179149660538574,2.192426501967971e-99,4.283469119451875e-99
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2014,-1.1122225371310217,-1.2137400686727426,-1.0107050055893008,0.0517956107063591,-21.47329709917815,4.170044540984916e-102,8.291029734428833e-102
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2015,-0.9494846659513093,-1.0577561781328093,-0.8412131537698093,0.05524158251658291,-17.187861438732035,3.8764657751035666e-66,6.391441131634172e-66
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2016,-0.9409801603212674,-1.0463909854493496,-0.8355693351931851,0.05378202148587905,-17.496184307024052,1.836550667836566e-68,3.1351218471149455e-68
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2017,-0.8715152238460323,-0.9751251308285336,-0.767905316863531,0.05286316881318382,-16.486246349058828,5.315755360130636e-61,8.3959126716082e-61
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2018,-0.8933766790064178,-0.9966568838964992,-0.7900964741163364,0.052694950368855006,-16.95374362729151,2.1190595409819172e-64,3.426995812688459e-64
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,BWH_2019,-1.0958322444672488,-1.1881630564641694,-1.0035014324703282,0.04710842276960923,-23.261917509456428,1.8949009209926837e-119,3.9535587117007844e-119
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2007,-1.302335284690926,-1.3853711139727256,-1.2192994554091263,0.04236599750647236,-30.74010672100816,9.212185269347404e-207,2.1927595922812835e-206
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2008,-1.184158906923574,-1.2652937159480047,-1.1030240978991435,0.04139607138927632,-28.60558664584609,2.0740952928681893e-179,4.83478764820309e-179
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2009,-1.2745881717572334,-1.3548754752952283,-1.1943008682192384,0.04096366268527939,-31.115092943465395,9.105208511662611e-212,2.182667004923378e-211
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2010,-1.1224461914934059,-1.200061478820286,-1.0448309041665258,0.03960036405724778,-28.34434021542719,3.399650361337043e-176,7.87042343925973e-176
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2011,-0.9848215663939104,-1.0603714546196703,-0.9092716781681505,0.03854656964193618,-25.54887699585304,1.283364286478433e-143,2.762911648596881e-143
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2012,-1.0552380775997172,-1.131166441270146,-0.9793097139292883,0.038739672906921846,-27.23920979237725,6.432149276357171e-163,1.4591050036300161e-162
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2013,-0.9900078564024941,-1.0636662512853778,-0.9163494615196104,0.03758150428471738,-26.342954473088597,1.5614846429573059e-152,3.4271546059712297e-152
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2014,-1.0135189239649556,-1.087086771269181,-0.9399510766607302,0.03753530569159394,-27.00174956059926,3.919597653874296e-160,8.773668920592795e-160
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2015,-0.9593618521447015,-1.0342975057038188,-0.8844261985855841,0.03823317884930554,-25.09239045819302,1.291965049358849e-138,2.7638239663499424e-138
E. coli,CIP,Ciprofloxacin,Quinolones,26,0.241660973353061,496756.1722110753,intercept,MGH_2016,-0.9626173139129449,-1.0364303018157148,-0.8888043260101751,0.03766037972380986,-25.560478172883464,9.55093714767386e-144,2.069369715329336e-143
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,amplitude,NA,0.05280303736924229,0.032672819556458704,0.07293325518202587,0.01027070801890656,5.141129245621745,2.73487142877127e-7,1.2306921429470714e-6
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,phase,NA,12.216222104541485,10.18596166569089,14.24648254339208,1.0358661969633276,11.793243316901064,4.392082126356189e-32,1.1293925467773058e-31
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2007,0.002278258348255895,-0.0017073188088178753,0.006263835505329666,0.0020334950991505434,1.1203657924760169,0.26255998846539685,0.5346100969958081
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2008,0.0017471841977627271,-0.0020270554180318624,0.005521423813557316,0.001925667841636536,0.9073133797975648,0.364242784853526,0.6197118905745052
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2009,0.001306816956557187,-0.0023294050551701307,0.004943038968284505,0.0018552494027489152,0.7043888302138148,0.48119192367927044,0.7010468543258337
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2010,0.001665580697199672,-0.0018739072704438801,0.005205068664843224,0.001805894391714635,0.9223023809372706,0.3563725864996711,0.6197118905745052
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2011,-0.0013218872743879762,-0.004740376874526581,0.0020966023257506282,0.0017441593963476959,-0.7578936174962186,0.44851604722919636,0.6767786784083409
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2012,4.0330094127285224e-4,-0.002911135604482863,0.0037177374870285677,0.001691070127767433,0.23848859645181836,0.8115025353750718,0.8909929999893553
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2013,0.0034553134023949427,5.833829505997841e-5,0.006852288509729907,0.00173318241260037,1.9936236239616483,0.04619529038409159,0.18155823430026694
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2014,0.003365303171740594,-7.316451458485923e-5,0.006803770858066048,0.0017543524847638266,1.9182594153498382,0.05508031669693628,0.20685718937293845
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2015,0.0027994117881345723,-7.83122676640856e-4,0.0063819462529100006,0.0018278572938247868,1.531526447711249,0.1256417717843617,0.33703903859614487
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2016,0.004508632553667396,0.0010232380765182298,0.007994027030816562,0.0017782951649323734,2.5353679426097155,0.011234090333975138,0.06661618478743152
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2017,0.001801822583130697,-0.001642276856679113,0.005245922022940507,0.0017572258811776279,1.0253790377382686,0.3051862857768451,0.5795110370369305
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2018,-1.1576458691037512e-4,-0.0035359212389473147,0.003304392065126564,0.0017450099486596184,-0.06634035926230479,0.9471069540921668,0.9613277792286858
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,BWH_2019,5.705268247852522e-4,-0.002480632980599626,0.0036216866301701308,0.0015567427919349738,0.3664875326489281,0.7140019112584178,0.8408993062634665
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2007,0.0011569057221947304,-0.0016524808792870902,0.003966292323676551,0.0014333868497798453,0.8071133918749291,0.41960263597989766,0.6689891083075726
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2008,5.265505611590964e-4,-0.002202346350168143,0.003255447472486336,0.0013923199267192822,0.3781821627733256,0.7052958936172263,0.8408993062634665
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2009,0.005743670801768846,0.0030353266291440325,0.00845201497439366,0.0013818336428566482,4.156557362357327,3.232859211817682e-5,4.5529433899765695e-4
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2010,0.002774364426692421,1.253215108581304e-4,0.005423407342526712,0.0013515773436295789,2.052686396208769,0.040105002317891957,0.1633191660656323
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2011,-0.0012846873421139466,-0.0038334655091907316,0.0012640908249628383,0.0013004209195583301,-0.9879011655320593,0.32320289580943784,0.6069032154643889
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2012,0.001437699422621154,-0.0011195224319124311,0.003994921277154739,0.0013047290025248555,1.1019142058151385,0.2705010149429555,0.541002029885911
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2013,4.8577962008486506e-4,-0.0020093224902969966,0.0029808817304667265,0.0012730346731179296,0.3815918217648296,0.7027647758466331,0.8408993062634665
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2014,0.0033345966404111855,8.278000916168088e-4,0.005841393189205562,0.001279001332967171,2.6071877756962247,0.00912997211378215,0.05955219266009148
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2015,0.0016453016301673268,-8.738920733943117e-4,0.004164495333728965,0.001285326528157006,1.2800650995093668,0.20052452904041065,0.47067563066429724
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,slope,MGH_2016,0.0011034245078425562,-0.0014205493228291537,0.003627398338514266,0.0012877654133343745,0.8568521070817474,0.3915282056833431,0.645544065955951
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2007,-1.30414760400544,-1.4257826239536546,-1.1825125840572255,0.06205982401087786,-21.014361944965373,7.062375177310034e-98,1.371886672374018e-97
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2008,-1.1942933683165065,-1.3098548680641564,-1.0787318685688565,0.05896103227364603,-20.255638720394707,4.385134095996227e-91,8.326827665431037e-91
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2009,-1.1180844921087927,-1.2283398139916852,-1.0078291702259001,0.05625374892221107,-19.875732969457815,8.92400429624008e-88,1.6664715205133409e-87
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2010,-1.052516665637855,-1.1615058482865195,-0.9435274829891906,0.05560774764656761,-18.927518379767026,8.673152740921684e-80,1.567660762797609e-79
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2011,-0.9741087241657084,-1.079062973908206,-0.8691544744232107,0.05354907058005324,-18.190954831036024,7.522890418224433e-74,1.3312758959999258e-73
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2012,-1.1054664528945681,-1.206786174065761,-1.0041467317233752,0.0516946851933964,-21.384528191996477,2.78700609358039e-101,5.476791044361464e-101
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2013,-1.156276931475692,-1.2590456804501986,-1.0535081825011854,0.05243399867810502,-22.052045631196943,1.440718574869819e-107,2.898588561345231e-107
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2014,-1.1770931893015375,-1.2803822923264134,-1.0738040862766616,0.052699490316968654,-22.335950162359094,2.672586728998637e-110,5.409187511386463e-110
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2015,-1.0147345381162138,-1.1245648787174896,-0.9049041975149381,0.05603691775338908,-18.108321777830888,3.373138227669733e-73,5.93812875496026e-73
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2016,-1.0053709960202322,-1.1124211948632172,-0.8983207971772471,0.05461845201615101,-18.407167521388885,1.4369316643456273e-75,2.556225802888537e-75
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2017,-0.9375191450995762,-1.0428667299350565,-0.8321715602640961,0.05374975543757358,-17.442296015438366,4.712066278950094e-68,8.003409056709204e-68
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2018,-0.9571160728988826,-1.0620119580009209,-0.8522201877968443,0.05351929215508227,-17.883571219990312,1.9301336705548538e-71,3.3628102095234052e-71
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,BWH_2019,-1.1616252288959759,-1.2559442087669221,-1.0673062490250296,0.04812281277356234,-24.138764173281,1.8846039106278965e-128,4.0062649169322577e-128
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2007,-1.3674679383205108,-1.4526718234603275,-1.2822640531806941,0.04347216878059706,-31.45617015847742,2.26466551408573e-216,5.467549598292691e-216
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2008,-1.2503377261566346,-1.3336625217756504,-1.167012930537619,0.04251343202031831,-29.410416114113406,1.7019265967995774e-189,4.022735592435365e-189
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2009,-1.3405278199830466,-1.423088739308982,-1.2579669006571113,0.04212369205616301,-31.82360696673352,2.1861856253183952e-221,5.316048498975666e-221
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2010,-1.188846122121015,-1.268739430181422,-1.1089528140606077,0.040762640890646656,-29.165090782766384,2.160136842055642e-186,5.070321198713938e-186
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2011,-1.0501994889832518,-1.128093633491505,-0.9723053444749986,0.03974264074374441,-26.425005216810003,1.8073449595213003e-153,3.992696707962089e-153
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2012,-1.1200187102463706,-1.198264057261716,-1.041773363231025,0.03992182898896856,-28.055295526561693,1.1330056714445078e-172,2.6051422921649226e-172
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2013,-1.0549151847682938,-1.1308811166321076,-0.9789492529044802,0.03875884070473908,-27.217408095472482,1.1615672040325707e-162,2.6173980997533926e-162
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2014,-1.0791961954809723,-1.1551885938985822,-1.0032037970633625,0.038772344296644376,-27.834174462707775,5.310948617484648e-170,1.2129058329120344e-169
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2015,-1.0247107836766014,-1.1020398591789775,-0.9473817081742253,0.03945433493285489,-25.97207088702671,2.459323803063897e-148,5.362912551197401e-148
E. coli,CIP,Ciprofloxacin,Quinolones,52,0.1208304866765305,496746.76293225546,intercept,MGH_2016,-1.0282845981559245,-1.104425566054069,-0.95214363025778,0.03884814644490142,-26.46933489128876,5.621901973762083e-154,1.2501334652181475e-153
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,amplitude,NA,0.01531056135939347,0.009368632307828362,0.02125249041095858,0.0030316521622000656,5.0502368148602566,4.4202046380203074e-7,1.5912736696873107e-6
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,phase,NA,21.83956076821552,20.30313069784987,23.37599083858117,0.7839072975242478,-5.307310245642648,1.1148623364200952e-7,1.8243201868692468e-7
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,BWH_2007,5.812453631854114e-4,-9.557955403361993e-4,0.0021182862667070224,7.842189528203548e-4,0.7411773983465054,0.45858759046636444,0.6889004692339163
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,BWH_2008,-7.943959153878482e-4,-0.002244666184440771,6.558743536650745e-4,7.399474074485399e-4,-1.0735842944933827,0.28301157749260164,0.552429497903592
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,BWH_2009,0.002564702408917503,0.0011682909455337988,0.0039611138723012074,7.124679200222148e-4,3.5997444051060365,3.186808734504288e-4,0.003531649681523089
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,BWH_2010,-0.0016578278778407013,-0.0030173246321630693,-2.9833112351833357e-4,6.936335387006626e-4,-2.3900630308998605,0.016847283619339147,0.08627851308085806
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,BWH_2011,0.0013914354312947635,8.086137242889306e-5,0.002702009490160634,6.686725211297308e-4,2.0808921965926093,0.03744626136557569,0.15625723878474793
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,BWH_2012,-0.00159577444425111,-0.0028639667564431827,-3.275821320590372e-4,6.470487836487876e-4,-2.46623513493425,0.013655797616262377,0.07692765990494473
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,BWH_2013,-0.01049904696050042,-0.014123256728760449,-0.006874837192240392,0.001849120594484049,-5.677859514311406,1.3675948640391773e-8,3.3017647431802993e-7
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2007,-5.811678998205796e-4,-0.0016450367738407648,4.827009741996055e-4,5.42800215928378e-4,-1.0706847248145976,0.2843137447435422,0.552429497903592
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2008,-6.325096828115297e-4,-0.0016635227802420994,3.9850341461903987e-4,5.26036756574646e-4,-1.2024058678526486,0.22920910581880993,0.508684846789749
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2009,0.002586341152430454,0.0015644790226973834,0.0036082032821635242,5.213678097114992e-4,4.960684384909792,7.035783211435886e-7,1.2516288028764891e-5
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2010,-8.827933585829905e-4,-0.0018800265624955904,1.144398453296093e-4,5.088018003282961e-4,-1.7350437007364803,0.08273608307004078,0.258933297015498
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2011,0.007547095525447304,0.00658857750486837,0.008505613546026239,4.890487928041545e-4,15.43219334449851,1.1435704858315395e-53,1.9326341210553017e-51
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2012,-0.002223756340211382,-0.0031846548218958538,-0.0012628578585269102,4.902633360938858e-4,-4.535840591158403,5.743968926324119e-6,8.824824986807056e-5
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2013,1.2158549135615978e-4,-8.162660533728202e-4,0.0010594370360851397,4.7850447871829974e-4,0.2540947823139151,0.7994228459948413,0.8859177768729716
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2014,4.393372574963866e-4,-5.020825740045544e-4,0.0013807570889973276,4.8032506664752044e-4,0.9146665206602426,0.3603688856871716,0.6197118905745052
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2015,-0.004953449686586552,-0.0058987674583815515,-0.004008131914791552,4.8231384823983823e-4,-10.270179271575405,9.872718418234816e-25,5.561631375605614e-23
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,slope,MGH_2016,-7.571878767798066e-4,-0.0017077035465822665,1.9332779302265338e-4,4.8496588575096613e-4,-1.561321938361307,0.1184509096942546,0.3254992477777078
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,BWH_2007,4.177663688649984,4.130553594077277,4.224773783222691,0.024036204207988313,173.80713079736435,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,BWH_2008,4.227789780502794,4.183153565360675,4.272425995644914,0.02277399763169363,185.6410916026071,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,BWH_2009,4.1259382634996085,4.083372933780541,4.168503593218676,0.021717404021103517,189.9830320184815,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,BWH_2010,4.320469282125358,4.278363880218312,4.362574684032404,0.02148274266219576,201.11348676760443,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,BWH_2011,4.218933186791164,4.178433871709397,4.25943250187293,0.02066329555094872,204.17523315139627,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,BWH_2012,4.496600609257371,4.45755791865543,4.535643299859311,0.01992010613965562,225.73175954649346,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,BWH_2013,4.595230580257471,4.53863086921547,4.651830291299473,0.028877934231676096,159.12601446460047,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2007,4.150965969556645,4.118398183220079,4.183533755893211,0.01661652285116299,249.80954238967746,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2008,4.192131222762493,4.160341616486456,4.223920829038529,0.016219484912369957,258.46266052291963,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2009,4.12697462036559,4.095503672810332,4.158445567920848,0.016056900944862545,257.02186458875974,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2010,4.231206829086095,4.200817728831906,4.2615959293402845,0.015504927893520065,272.89432483297344,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2011,4.090172032596638,4.0605599517862405,4.119784113407036,0.01510848211700519,270.72024846182194,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2012,4.482125176442402,4.452393363308136,4.511856989576668,0.015169571159871595,295.4681532658661,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2013,4.344059577535743,4.315158067662144,4.372961087409343,0.014745939262951474,294.5936165931459,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2014,4.368030680178243,4.339184735257815,4.39687662509867,0.01471758927610951,296.789820549531,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2015,4.359083285163074,4.329686717271265,4.388479853054882,0.014998524525799925,290.63414055594166,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,26,0.241660973353061,199351.74836531637,intercept,MGH_2016,4.126712033649726,4.0977424844788715,4.155681582820581,0.014780653828010448,279.19685297204495,0,0
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,amplitude,NA,0.02685868010702116,0.01856282090027072,0.0351545393137716,0.004232659004036361,6.345580894045115,2.2251251732165747e-10,4.005225311789834e-9
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,phase,NA,9.161163222748442,7.094922122595586,11.227404322901299,1.0542240145487893,8.689958771873968,3.6780262901655724e-18,7.356052580331145e-18
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,BWH_2007,0.0016828182392776428,1.1224532464664655e-4,0.003253391153908639,8.013274361261103e-4,2.1000382158546316,0.03572792694021841,0.15095049132242278
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,BWH_2008,3.299975116584054e-4,-0.0011588984412486442,0.001818893464565455,7.596547511338327e-4,0.43440459125130626,0.6639955824526721,0.8252475926905765
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,BWH_2009,0.003694466669325182,0.002259201658437117,0.005129731680213247,7.322915228082007e-4,5.045076385914717,4.5411567718529426e-7,9.043130516964586e-6
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,BWH_2010,-5.480942570476408e-4,-0.001944861864094089,8.486733499988074e-4,7.126496293115451e-4,-0.7690935833042207,0.4418395365292126,0.6739245644270723
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,BWH_2011,0.0024952678688065603,0.001145374175607995,0.0038451615620051257,6.887339276876284e-4,3.6229780013658277,2.913717905945254e-4,0.003395988455894813
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,BWH_2012,-4.674521088927873e-4,-0.0017765127701972188,8.416085524116442e-4,6.679003653282078e-4,-0.6998829962655886,0.4840019720377401,0.7021144487071079
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,BWH_2013,-0.008268726409834825,-0.011905682307678135,-0.004631770511991514,0.0018556238413211445,-4.456035876294711,8.357769032616638e-6,1.228228666532358e-4
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,MGH_2007,5.329573244156542e-4,-5.798277011929537e-4,0.0016457423500242621,5.677578947297575e-4,0.9387052639212217,0.347884310999814,0.6197118905745052
E. coli,NIT,Nitrofurantoin,Nitrofurans,52,0.1208304866765305,199329.85904816716,slope,MGH_2008,4.942983221792714e-4,-5.862009129440944e-4,0.0015747975573026374,5.512852499567372e-4,0.8966289633507556,0.3699190520672241,0.6208058196757293
